Line in Master,Company,Industry,Code,Metrics,Reported,Quantitative,MonetaryLoss
213.0,Danaher Corp,MEDICAL EQUIPMENT & SUPPLIES,HC-MS-270a.2,Description of code of ethics governing promotion of off-label use of products,1,0.0,
213.0,Danaher Corp,MEDICAL EQUIPMENT & SUPPLIES,HC-MS-410a.1,"Discussion of process to assess and manage environmental and human health considerations associated with chemicals in products, and meet demand for sustainable products",0,1.0,
213.0,Danaher Corp,MEDICAL EQUIPMENT & SUPPLIES,HC-MS-410a.2,"Total amount of products accepted for take-back and reused, recycled, or donated, broken down by: (1) devices and equipment and (2) supplies",0,1.0,
213.0,Danaher Corp,MEDICAL EQUIPMENT & SUPPLIES,HC-MS-250a.1,"Number of recalls issued, total units recalled",1,1.0,
213.0,Danaher Corp,MEDICAL EQUIPMENT & SUPPLIES,HC-MS-250a.2,List of products listed in the FDA’s MedWatch Safety Alerts for Human Medical Products database,0,1.0,
213.0,Danaher Corp,MEDICAL EQUIPMENT & SUPPLIES,HC-MS-250a.3,Number of fatalities related to products as reported in the FDA Manufacturer and User Facility Device Experiencedatabase,0,1.0,
213.0,Danaher Corp,MEDICAL EQUIPMENT & SUPPLIES,HC-MS-250a.4,"Number of FDA enforcement actions taken in response to violations of current Good Manufacturing Practices (cGMP), by type",1,1.0,
213.0,Danaher Corp,MEDICAL EQUIPMENT & SUPPLIES,HC-MS-430a.1,Percentage of (1) entity's facilities and (2) Tier I suppliers' facilities participating in third-party audit programs for manufacturing and product quality,0,1.0,
213.0,Danaher Corp,MEDICAL EQUIPMENT & SUPPLIES,HC-MS-430a.2,Description of efforts to maintain traceability within the distribution chain,0,1.0,
213.0,Danaher Corp,MEDICAL EQUIPMENT & SUPPLIES,HC-MS-430a.3,Description of the management of risks associated with the use of critical materials,1,0.0,
214.0,Darling Ingredients Inc.,AGRICULTURAL PRODUCTS,FB-AG-130a.1,"(1) Operational energy consumed, (2) percentage grid electricity, (3) percentage renewable",1,1.0,
214.0,Darling Ingredients Inc.,AGRICULTURAL PRODUCTS,FB-AG-440a.2,"Percentage of agricultural products sourced that are certified to a third-party environmental and/or social standard, and percentages by standard",2,1.0,
214.0,Darling Ingredients Inc.,AGRICULTURAL PRODUCTS,FB-AG-430a.2,Suppliers’ social and environmental responsibility audit (1) non-conformance rate and (2) associated corrective action rate for (a) major and (b) minor non-conformances,2,1.0,
214.0,Darling Ingredients Inc.,AGRICULTURAL PRODUCTS,FB-AG-430a.3,Discussion of strategy to manage environmental and social risks arising from contract growing and commodity sourcing,2,0.0,
214.0,Darling Ingredients Inc.,AGRICULTURAL PRODUCTS,FB-AG-250a.1,Global Food Safety Initiative (GFSI) audit (1) non-conformance rate and (2) associated corrective action rate for (a) major and (b) minor non-conformances,1,1.0,
214.0,Darling Ingredients Inc.,AGRICULTURAL PRODUCTS,FB-AG-250a.2,Percentage of agricultural products sourced from suppliers certified to a Global Food Safety Initiative (GFSI) recognized food safety certification program,2,1.0,
214.0,Darling Ingredients Inc.,AGRICULTURAL PRODUCTS,FB-AG-250a.3,(1) Number of recalls issued and (2) total amount of food product recalled,0,1.0,
214.0,Darling Ingredients Inc.,AGRICULTURAL PRODUCTS,FB-AG-430b.1,Discussion of strategies to manage the use of genetically modified organisms (GMOs),2,0.0,
214.0,Darling Ingredients Inc.,AGRICULTURAL PRODUCTS,FB-AG-110a.1,Gross global Scope 1 emissions,1,1.0,
214.0,Darling Ingredients Inc.,AGRICULTURAL PRODUCTS,FB-AG-110a.2,"Discussion of long-term and short-term strategy or plan to manage Scope 1 emissions, emissions reduction targets, and an analysis of performance against those targets",1,0.0,
214.0,Darling Ingredients Inc.,AGRICULTURAL PRODUCTS,FB-AG-110a.3,"Fleet fuel consumed, percentage renewable",1,1.0,
214.0,Darling Ingredients Inc.,AGRICULTURAL PRODUCTS,FB-AG-440a.1,Identification of principal crops and description of risks and opportunities presented by climate change,2,0.0,
214.0,Darling Ingredients Inc.,AGRICULTURAL PRODUCTS,FB-AG-430a.1,Percentage of agricultural products sourced from regions with High or Extremely High Baseline Water Stress,2,1.0,
214.0,Darling Ingredients Inc.,AGRICULTURAL PRODUCTS,FB-AG-140a.1,"(1) Total water withdrawn, (2) total water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",1,1.0,
214.0,Darling Ingredients Inc.,AGRICULTURAL PRODUCTS,FB-AG-140a.2,Description of water management risks and discussion of strategies and practices to mitigate those risks,1,0.0,
214.0,Darling Ingredients Inc.,AGRICULTURAL PRODUCTS,FB-AG-140a.3,"Number of incidents of non-compliance associated with water quantity and/or quality permits, standards, and regulations",1,1.0,
214.0,Darling Ingredients Inc.,AGRICULTURAL PRODUCTS,FB-AG-320a.1,"(1) Total recordable incident rate (TRIR), (2) fatality rate, and (3) near miss frequency rate (NMFR) for (a) direct employees and (b) seasonal and migrant employees",1,1.0,
217.0,Deere & Co.,INDUSTRIAL MACHINERY & GOODS,RT-IG-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",1,1.0,
217.0,Deere & Co.,INDUSTRIAL MACHINERY & GOODS,RT-IG-320a.1,"(1) Total recordable incident rate (TRIR), (2) fatality rate, and (3) near miss frequency rate (NMFR)",1,1.0,
217.0,Deere & Co.,INDUSTRIAL MACHINERY & GOODS,RT-IG-410a.1,Sales-weighted fleet fuel efficiency for medium- and heavy-duty vehicles,2,1.0,
217.0,Deere & Co.,INDUSTRIAL MACHINERY & GOODS,RT-IG-410a.2,Sales-weighted fuel efficiency for non-road equipment,1,1.0,
217.0,Deere & Co.,INDUSTRIAL MACHINERY & GOODS,RT-IG-410a.3,Sales-weighted fuel efficiency for stationary generators,2,1.0,
217.0,Deere & Co.,INDUSTRIAL MACHINERY & GOODS,RT-IG-410a.4,"Sales-weighted emissions of: (1) nitrogen oxides (NOx) and (2) particulate matter (PM) for: (a) marine diesel engines, (b) locomotive diesel engines, (c) on-road medium- and heavy-duty engines, and (d) other non-road diesel engines",1,1.0,
217.0,Deere & Co.,INDUSTRIAL MACHINERY & GOODS,RT-IG-440a.1,Description of the management of risks associated with the use of critical materials,1,0.0,
217.0,Deere & Co.,INDUSTRIAL MACHINERY & GOODS,RT-IG-440b.1,Revenue from remanufactured products and remanufacturing services,1,1.0,
222.0,Devon Energy Corp,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-110a.1,"Gross global Scope 1 emissions, percentage methane, percentage covered under emissions-limiting regulations",1,1.0,
222.0,Devon Energy Corp,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-110a.2,"Amount of gross global Scope 1 emissions from: (1) flared hydrocarbons, (2) other combustion, (3) process emissions, (4) other vented emissions, and (5) fugitive emissions",1,1.0,
222.0,Devon Energy Corp,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-110a.3,"Discussion of long-term and short-term strategy or plan to manage Scope 1 emissions, emissions reduction targets, and an analysis of performance against those targets",1,0.0,
222.0,Devon Energy Corp,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-120a.1,"Air emissions of the following pollutants: (1) NOx (excluding N2O), (2) SOx, (3) volatile organic compounds (VOCs), and (4) particulate matter (PM10)",0,1.0,
222.0,Devon Energy Corp,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",1,1.0,
222.0,Devon Energy Corp,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-140a.2,"Volume of produced water and flowback generated; percentage (1) discharged, (2) injected, (3) recycled; hydrocarbon content in discharged water",1,1.0,
222.0,Devon Energy Corp,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-140a.3,Percentage of hydraulically fractured wells for which there is public disclosure of all fracturing fluid chemicals used,0,1.0,
222.0,Devon Energy Corp,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-140a.4,Percentage of hydraulic fracturing sites where ground or surface water quality deteriorated compared to a baseline,0,1.0,
222.0,Devon Energy Corp,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-160a.1,Description of environmental management policies and practices for active sites,1,0.0,
222.0,Devon Energy Corp,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-160a.2,"Number and aggregate volume of hydrocarbon spills, volume in Arctic, volume impacting shorelines with ESI rankings 8-10, and volume recovered",1,1.0,
222.0,Devon Energy Corp,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-160a.3,Percentage of (1) proved and (2) probable reserves in or near sites with protected conservation status or endangered species habitat,0,1.0,
222.0,Devon Energy Corp,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-210a.1,Percentage of (1) proved and (2) probable reserves in or near areas of conflict,2,1.0,
222.0,Devon Energy Corp,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-210a.2,Percentage of (1) proved and (2) probable reserves in or near indigenous land,0,1.0,
222.0,Devon Energy Corp,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-210a.3,"Discussion of engagement processes and due diligence practices with respect to human rights, indigenous rights, and operation in areas of conflict",1,0.0,
222.0,Devon Energy Corp,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-210b.1,Discussion of process to manage risks and opportunities associated with community rights and interests,1,0.0,
222.0,Devon Energy Corp,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-210b.2,Number and duration of non-technical delays,0,1.0,
222.0,Devon Energy Corp,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-320a.1,"(1) Total recordable incident rate (TRIR), (2) fatality rate, (3) near miss frequency rate (NMFR), and (4) average hours of health, safety, and emergency response training for (a) full-time employees, (b) contract employees, and (c) short-service employees",1,1.0,
222.0,Devon Energy Corp,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-320a.2,Discussion of management systems used to integrate a culture of safety throughout the exploration and production lifecycle,1,0.0,
222.0,Devon Energy Corp,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-420a.1,Sensitivity of hydrocarbon reserve levels to future price projection scenarios that account for a price on carbon emissions,1,1.0,
222.0,Devon Energy Corp,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-420a.2,Estimated carbon dioxide emissions embedded in proved hydrocarbon reserves,0,1.0,
222.0,Devon Energy Corp,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-420a.3,"Amount invested in renewable energy, revenue generated by renewable energy sales",2,1.0,
222.0,Devon Energy Corp,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-420a.4,"Discussion of how price and demand for hydrocarbons and/or climate regulation influence the capital expenditure strategy for exploration, acquisition, and development of assets",1,0.0,
222.0,Devon Energy Corp,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-510a.1,Percentage of (1) proved and (2) probable reserves in countries that have the 20 lowest rankings in Transparency International’s Corruption Perception Index,2,1.0,
222.0,Devon Energy Corp,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-510a.2,Description of the management system for prevention of corruption and bribery throughout the value chain,1,0.0,
222.0,Devon Energy Corp,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-530a.1,Discussion of corporate positions related to government regulations and/or policy proposals that address environmental and social factors affecting the industry,1,0.0,
